fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2021-09-28,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,2","0,0","22,3",06:20,"28,0",15:30,06,"3,3","11,7",12:50,"10,3","1018,4",23,"1015,3",04,63,80,Varias,49,15:30
2021-09-29,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,8",Ip,"23,0",21:00,"26,7",13:40,02,"4,2","11,4",13:00,"4,8","1018,3",11,"1015,8",17,61,71,08:50,54,13:20
2021-09-30,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,7","0,0","22,0",06:40,"29,4",14:30,10,"2,5","7,8",13:00,"10,4","1016,1",00,"1011,8",17,59,75,Varias,48,12:50
2021-10-01,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,8","0,0","21,9",05:20,"29,7",12:00,08,"1,9","6,4",14:30,"10,7","1014,3",10,"1012,0",04,65,84,23:30,55,12:00
2021-10-02,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,8","0,0","22,2",06:00,"29,5",15:40,08,"2,2","8,1",13:20,"10,9","1013,9",12,"1011,8",16,62,84,00:00,43,03:40
2021-10-03,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,9","0,0","21,2",06:30,"26,6",12:30,08,"3,6","12,8",14:10,"10,9","1017,4",23,"1012,0",04,70,83,01:50,60,09:10
2021-10-04,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,6","0,4","21,6",21:50,"27,5",14:40,35,"3,1","10,3",14:10,"6,2","1017,3",11,"1015,0",17,68,79,08:30,56,14:30
2021-10-05,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,6","0,0","21,0",23:50,"26,3",14:10,01,"3,1","10,6",03:50,"9,8","1016,9",10,"1013,5",17,55,68,05:30,46,Varias
2021-10-06,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,5","0,0","19,7",07:00,"27,3",13:30,99,"2,8","10,0",Varias,"10,6","1015,0",00,"1012,3",16,60,71,06:50,51,Varias
2021-10-07,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,6","0,0","20,4",05:40,"26,7",14:00,07,"3,9","10,0",14:20,"10,8","1014,6",00,"1012,1",17,65,74,19:40,57,10:50
2021-10-08,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,4","0,0","20,7",06:20,"28,2",14:40,07,"2,5","7,2",12:20,"10,5","1014,8",23,"1012,5",15,58,76,03:40,42,15:00
2021-10-09,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,6","0,0","21,0",04:10,"28,1",14:40,32,"3,1","12,2",20:10,"9,8","1015,6",10,"1012,5",16,60,71,06:10,45,15:20
2021-10-10,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,9","0,0","21,6",04:50,"28,2",13:40,34,"3,3","12,2",17:10,"10,1","1013,1",00,"1010,1",16,58,70,05:00,46,13:30
2021-10-11,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,5","0,0","21,4",05:40,"27,6",13:40,28,"3,1","10,0",16:40,"8,1","1013,0",24,"1010,0",04,55,67,Varias,44,Varias
2021-10-12,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,2",Ip,"20,9",Varias,"27,4",14:40,10,"2,8","10,0",11:40,"10,4","1013,5",24,"1011,0",16,56,71,05:10,43,15:20
2021-10-13,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,0","0,0","20,7",07:00,"27,3",13:30,99,"3,1","8,9",Varias,"10,2","1014,0",10,"1012,0",15,60,69,07:20,46,13:30
2021-10-14,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,8","0,0","20,5",07:00,"27,0",16:50,09,"2,8","11,1",14:10,"10,7","1014,8",22,"1011,6",15,61,71,Varias,48,17:00
2021-10-15,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,7","0,0","19,9",06:20,"27,5",14:40,09,"3,3","9,2",15:30,"10,4","1014,7",11,"1012,1",16,65,72,23:59,55,14:30
2021-10-16,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,0","0,0","20,1",06:50,"26,0",13:50,10,"2,8","6,4",13:30,"10,4","1013,9",00,"1011,6",15,72,86,23:50,63,11:30
2021-10-17,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,4","0,0","20,1",Varias,"26,8",14:00,10,"1,9","4,7",13:00,"10,6","1013,5",22,"1011,0",16,74,89,19:00,51,08:50
2021-10-18,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,6","0,0","20,5",06:30,"28,6",16:00,07,"1,7","5,8",10:40,"10,3","1014,6",12,"1011,9",04,60,86,00:10,30,16:30
2021-10-19,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,2","0,0","21,6",06:40,"26,8",16:20,07,"1,7","6,4",10:20,"8,1","1015,5",11,"1011,7",05,54,73,10:40,32,03:10
2021-10-20,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,1","0,0","21,8",07:20,"26,4",09:30,08,"2,5","7,5",16:20,"9,9","1017,7",11,"1014,3",05,64,80,22:50,36,01:50
2021-10-21,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,0","0,0","20,9",05:40,"27,2",13:50,06,"3,1","10,0",Varias,"10,4","1017,9",10,"1015,2",17,62,80,01:00,51,17:50
2021-10-22,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,6","1,8","20,8",23:50,"26,3",12:20,04,"3,6","10,3",Varias,"9,8","1016,6",00,"1014,0",17,56,82,23:40,44,11:40
2021-10-23,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,0",Ip,"19,7",03:30,"24,4",11:50,34,"2,2","8,6",10:20,"3,1","1015,9",22,"1013,4",04,69,89,03:20,55,11:50
2021-10-24,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,0","0,2","21,1",Varias,"24,8",15:20,06,"4,2","9,2",16:50,"5,3","1016,8",10,"1014,2",04,62,68,Varias,56,09:50
2021-10-25,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,0","0,4","20,3",04:00,"25,8",13:40,36,"3,1","9,4",05:10,"2,7","1016,8",10,"1014,1",05,62,75,06:50,52,14:40
2021-10-26,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,6","0,2","21,2",Varias,"25,9",14:00,01,"2,8","9,2",14:40,"6,4","1016,9",Varias,"1014,0",17,58,73,10:10,49,13:30
2021-10-27,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,8","0,6","20,5",23:59,"25,1",15:30,36,"2,5","9,2",18:00,"3,6","1015,9",00,"1012,9",16,65,75,12:40,47,15:30
2021-10-28,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,0","0,0","20,5",Varias,"25,6",13:30,33,"3,3","10,3",15:50,"10,3","1015,8",23,"1012,8",05,54,69,02:40,37,13:30
2021-10-29,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,8","0,0","18,6",07:00,"25,1",14:00,06,"3,1","9,2",15:40,"10,3","1015,9",10,"1012,9",Varias,60,67,Varias,48,11:00
2021-10-30,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,4","0,0","18,2",Varias,"24,6",13:00,99,"3,3","6,4",Varias,"8,7","1017,9",23,"1014,1",04,64,72,22:10,55,11:30
2021-10-31,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,1","0,0","17,7",06:10,"24,5",14:00,10,"2,8","7,5",16:00,"10,1","1019,2",11,"1016,5",05,66,75,21:10,60,Varias
2021-11-01,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,6","0,0","18,3",06:00,"24,9",12:30,09,"4,4","10,8",14:40,"9,6","1018,5",00,"1014,8",17,64,71,22:20,59,Varias
2021-11-02,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,0","0,0","18,8",04:00,"25,3",14:30,10,"2,5","7,5",10:20,"9,4","1016,8",11,"1014,1",16,71,73,Varias,62,Varias
2021-11-03,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,0","0,0","19,4",05:00,"26,6",14:30,02,"2,5","8,9",13:10,"8,5","1015,5",11,"1012,1",16,59,73,01:10,44,14:30
2021-11-04,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,6","0,2","20,3",21:10,"27,0",11:40,34,"2,5","9,4",10:10,"3,7","1015,2",24,"1011,5",06,70,86,16:10,50,11:30
2021-11-05,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,6",Ip,"19,6",Varias,"23,5",13:50,06,"3,1","9,7",12:00,"3,8","1016,8",11,"1014,3",04,65,76,04:30,50,15:10
2021-11-06,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,6","0,0","20,1",05:30,"23,1",15:00,06,"2,8","10,3",15:20,"1,0","1017,7",10,"1014,5",16,56,63,00:00,49,13:00
2021-11-07,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,5","0,0","19,7",Varias,"23,3",12:30,08,"2,5","10,8",14:30,"4,1","1016,9",10,"1014,4",16,56,64,04:30,46,12:10
2021-11-08,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,6","0,0","19,3",06:50,"23,8",15:10,08,"3,1","8,9",11:30,"9,1","1016,4",10,"1013,7",14,55,62,00:00,46,15:10
2021-11-09,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,6","0,0","17,8",07:50,"23,5",13:20,06,"3,3","9,7",11:10,"8,5","1015,1",00,"1012,0",15,57,67,22:40,52,10:10
2021-11-10,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,6","0,0","17,8",07:10,"23,4",15:10,06,"2,5","7,5",09:30,"7,4","1014,7",11,"1012,0",04,65,72,07:20,55,14:50
2021-11-11,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,7","0,0","19,1",07:00,"22,3",12:00,08,"2,2","6,7",09:40,"0,0","1015,5",11,"1012,7",04,70,76,20:10,65,11:30
2021-11-12,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,2","0,0","18,5",07:10,"23,9",13:00,08,"2,8","9,2",14:50,"5,4","1014,4",00,"1011,0",17,64,74,07:10,55,17:20
2021-11-13,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,4","0,0","18,2",07:50,"24,6",13:20,35,"2,5","9,2",16:10,"8,1","1012,9",22,"1010,5",15,55,66,Varias,44,12:30
2021-11-14,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,4","0,0","18,5",05:50,"24,4",12:00,11,"3,3","10,3",16:00,"8,3","1015,9",23,"1011,8",15,64,74,07:40,45,11:50
2021-11-15,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,4","0,0","17,6",06:00,"23,3",12:20,10,"3,9","8,6",13:00,"9,2","1016,9",10,"1013,7",16,66,74,23:50,57,12:20
2021-11-16,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,5","0,0","17,9",05:50,"23,1",12:50,08,"3,9","8,9",16:00,"7,7","1014,4",00,"1010,7",16,67,73,00:00,58,23:30
2021-11-17,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,8","0,6","18,5",06:40,"23,0",11:40,02,"2,5","8,1",09:20,"4,2","1012,3",10,"1009,0",Varias,61,71,13:30,48,11:30
2021-11-18,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,8","0,0","17,5",Varias,"22,2",13:10,99,"3,1","8,6",Varias,"4,0","1010,4",00,"1008,3",14,65,71,05:00,59,12:10
2021-11-19,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,3","0,0","17,2",04:30,"23,4",12:20,31,"1,9","5,8",09:30,"6,0","1014,1",Varias,"1009,2",05,66,76,23:59,57,12:20
2021-11-20,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,1","0,0","16,7",06:40,"23,5",14:00,26,"2,5","5,3",01:50,"8,7","1015,2",10,"1012,2",16,65,78,08:00,55,14:30
2021-11-21,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,0","0,0","16,8",07:10,"23,3",12:30,18,"2,8","7,2",11:50,"5,2","1012,6",00,"1009,1",16,74,82,23:20,59,12:10
2021-11-22,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,1","0,0","19,3",03:30,"24,9",12:00,14,"1,7","4,7",13:20,"5,6","1012,5",22,"1009,5",06,80,89,20:40,62,12:00
2021-11-23,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,3","0,0","19,3",07:00,"23,3",15:10,12,"1,7","4,2",15:10,"4,2","1015,9",24,"1011,5",06,81,87,01:50,74,15:20
2021-11-24,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,0","0,8","18,3",07:40,"23,6",15:10,99,"2,2","6,4",Varias,"7,8","1016,5",10,"1013,4",16,73,89,22:30,68,15:10
2021-11-25,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,2","5,4","17,7",23:10,"20,7",00:00,03,"2,8","9,4",07:40,"0,0","1015,2",00,"1009,7",24,71,85,00:30,62,13:50
2021-11-26,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"17,8","16,6","16,6",13:40,"18,9",08:40,36,"1,7","9,7",09:10,"0,1","1014,4",23,"1007,6",05,81,94,04:50,57,22:50
2021-11-27,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,2","3,4","16,8",03:20,"21,6",12:40,33,"3,6","12,2",11:40,"6,2","1019,3",23,"1013,8",02,61,73,03:10,52,13:20
2021-11-28,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,4","2,8","17,3",Varias,"21,6",11:40,35,"2,8","11,1",11:00,"3,8","1023,2",24,"1018,3",04,70,79,04:50,56,11:00
2021-11-29,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,4",Ip,"17,1",06:40,"21,7",13:20,01,"2,5","10,6",19:10,"5,6","1023,9",10,"1020,1",17,61,73,06:00,46,14:00
2021-11-30,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,6",Ip,"17,1",Varias,"22,1",15:30,07,"2,2","8,3",16:50,"6,6","1022,3",10,"1018,6",16,70,78,23:59,60,15:00
2021-12-01,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,3","2,6","16,8",03:00,"21,8",12:50,06,"2,5","7,8",14:30,"4,1","1021,6",23,"1018,6",05,69,82,05:10,61,13:50
2021-12-02,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,0","1,2","17,4",02:10,"22,5",13:30,02,"3,1","10,6",14:10,"5,8","1022,1",11,"1018,9",18,63,84,02:30,51,13:30
2021-12-03,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,7",Ip,"18,0",03:10,"21,4",15:00,36,"2,8","10,8",12:00,"1,7","1019,4",Varias,"1016,7",15,63,78,09:40,51,12:50
2021-12-04,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,2","0,0","18,5",01:40,"21,8",13:00,08,"4,4","10,6",09:00,"8,4","1021,9",23,"1018,0",05,61,73,04:10,49,17:20
2021-12-05,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,8","0,0","17,8",08:30,"21,8",13:50,06,"3,9","11,1",00:10,"5,5","1023,0",11,"1020,2",Varias,60,69,00:50,54,15:40
2021-12-06,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,9","0,0","18,7",08:30,"21,1",14:40,06,"3,6","9,7",10:10,"1,0","1022,1",00,"1018,5",15,63,70,20:30,56,14:40
2021-12-07,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,0","0,8","17,9",22:40,"20,1",13:30,10,"1,9","8,6",15:20,"0,0","1021,7",11,"1018,2",16,75,83,19:30,68,00:30
2021-12-08,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,4","1,4","16,5",Varias,"22,2",13:50,04,"2,2","8,3",12:30,"6,7","1023,0",23,"1019,6",03,66,81,01:30,56,Varias
2021-12-09,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,0",Ip,"17,4",05:40,"20,5",13:30,01,"2,8","11,4",15:20,"0,6","1022,7",00,"1019,6",17,65,91,04:30,55,13:30
2021-12-10,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,0","0,0","18,4",00:00,"21,6",14:50,06,"3,3","10,8",14:20,"5,5","1021,3",10,"1018,1",16,66,74,23:20,61,15:20
2021-12-11,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,4","0,0","16,7",06:00,"22,0",15:50,07,"2,5","10,0",10:50,"6,9","1019,6",00,"1015,9",17,65,74,06:30,55,15:30
2021-12-12,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,6","0,0","16,7",23:40,"22,6",14:00,36,"2,2","8,1",02:00,"2,6","1017,0",Varias,"1014,3",15,63,75,23:50,53,12:50
2021-12-13,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"18,7","0,0","15,4",07:10,"22,0",16:10,10,"1,9","8,1",14:00,"9,4","1017,5",10,"1013,9",16,67,76,01:50,61,16:40
2021-12-14,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,6","1,0","16,4",05:50,"22,7",14:50,29,"2,5","8,3",18:30,"9,0","1014,8",00,"1010,1",18,64,72,22:40,52,10:50
2021-12-15,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"18,4","0,8","15,9",07:20,"20,9",15:20,31,"2,8","8,9",16:00,"3,4","1011,6",11,"1008,8",Varias,68,88,07:10,52,15:10
2021-12-16,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"18,2","0,0","15,0",07:30,"21,5",14:30,08,"2,2","5,8",15:50,"9,6","1012,4",Varias,"1009,3",16,67,77,08:20,57,14:40
2021-12-17,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"18,0","0,0","14,7",07:40,"21,4",15:00,10,"3,1","6,7",13:10,"9,4","1012,9",Varias,"1010,5",15,62,71,00:00,55,21:30
2021-12-18,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"17,6","0,0","13,9",07:40,"21,3",15:00,26,"2,8","5,3",00:10,"9,4","1012,4",00,"1009,7",15,57,72,Varias,41,06:50
2021-12-19,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,4","2,2","16,3",06:30,"22,5",13:20,17,"2,8","9,2",12:10,"2,7","1012,4",10,"1010,2",16,80,88,22:10,67,00:00
2021-12-20,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,0","0,0","18,8",01:20,"23,1",15:20,20,"1,7","8,9",02:10,"5,8","1013,7",10,"1010,5",15,83,94,01:30,67,15:20
2021-12-21,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,4","0,9","17,6",Varias,"23,1",15:10,03,"1,4","6,4",10:20,"3,8","1015,2",24,"1010,3",06,76,90,20:20,59,08:10
2021-12-22,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,2","0,0","17,4",06:20,"22,9",13:10,18,"1,9","5,6",11:40,"5,3","1017,7",11,"1014,4",05,80,89,Varias,74,Varias
2021-12-23,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,9","0,0","17,4",07:10,"22,4",12:50,10,"1,9","5,0",12:50,"8,0","1017,4",11,"1013,6",18,76,85,20:20,69,12:30
2021-12-24,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,8","0,0","16,6",06:50,"22,9",14:10,18,"1,9","5,6",13:30,"8,0","1015,3",11,"1012,4",16,78,87,Varias,66,14:10
2021-12-25,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,1","0,0","17,5",05:20,"22,7",13:20,28,"2,8","8,1",13:00,"8,6","1016,3",11,"1013,2",04,70,87,00:00,58,13:00
2021-12-26,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,4","0,0","16,3",05:40,"22,6",15:00,19,"1,7","4,2",11:00,"9,5","1017,8",11,"1014,8",16,75,84,08:10,66,12:30
2021-12-27,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"19,8","0,0","16,9",06:10,"22,7",14:10,08,"1,9","6,7",23:59,"7,8","1019,3",11,"1016,3",04,76,91,08:30,68,13:00
